SITE_ID,Week,Year,DATEOFF,Ca,Cl,HNO3,HNO3 PPB,K,Mg,Na,NH4,NO3,SO2,SO2 PPB,SO4,TNO3,DATEON
BFT142,36,2024,9/10/24 8:00,0.134,3.325,0.111,0.043,0.102,0.242,1.919,0.121,0.555,-,-,0.923,0.664,9/3/24
BFT142,37,2020,9/15/20 8:00,0.106,2.812,0.093,0.036,0.118,0.208,1.693,0.152,0.498,0.238,0.091,0.883,0.59,9/8/20
BFT142,37,2021,9/14/21 8:00,0.275,0.177,0.304,0.118,0.067,0.046,0.276,0.243,0.401,0.453,0.173,0.904,0.699,9/7/21
BFT142,37,2022,9/20/22 8:00,0.168,0.794,0.355,0.138,0.081,0.109,0.701,0.207,0.793,0.373,0.142,0.924,1.142,9/13/22
BFT142,37,2023,9/19/23 8:00,0.112,0.253,0.357,0.139,0.07,0.055,0.371,0.244,0.437,0.505,0.193,0.878,0.788,9/12/23
BFT142,37,2024,9/17/24 8:00,0.135,2.448,0.187,0.073,0.106,0.206,1.569,0.123,0.492,-,-,0.966,0.676,9/10/24
BFT142,38,2020,9/22/20 8:00,0.174,4.573,0.105,0.041,0.142,0.326,2.636,0.166,0.599,0.233,0.089,1.124,0.702,9/15/20
BFT142,38,2021,9/21/21 8:00,0.224,1.492,0.147,0.057,0.089,0.144,1.138,0.284,0.795,0.272,0.104,1.222,0.939,9/14/21
BFT142,38,2022,9/27/22 8:00,0.205,0.657,0.327,0.127,0.068,0.085,0.597,0.344,0.676,0.387,0.148,1.1,0.998,9/20/22
BFT142,38,2023,9/26/23 8:00,0.111,0.811,0.262,0.102,0.071,0.107,0.813,0.24,0.76,0.415,0.158,1.21,1.019,9/19/23
BFT142,38,2024,9/24/24 8:00,0.125,2,0.199,0.077,0.085,0.17,1.347,0.157,0.717,-,-,0.86,0.913,9/17/24
BFT142,39,2020,9/29/20 8:00,0.126,0.675,0.265,0.103,0.074,0.093,0.746,0.175,0.66,0.35,0.134,0.855,0.921,9/22/20
BFT142,39,2021,9/28/21 8:00,0.156,1.383,0.183,0.071,0.119,0.123,0.964,0.244,0.59,0.469,0.179,0.956,0.77,9/21/21
BFT142,39,2022,10/4/22 8:00,0.163,1.969,0.196,0.076,0.074,0.144,1.113,0.136,0.461,0.252,0.096,0.671,0.654,9/27/22
BFT142,39,2023,10/3/23 8:00,0.084,1.36,0.1,0.039,0.088,0.125,1.004,0.27,0.594,0.406,0.155,0.848,0.692,9/26/23
BFT142,39,2024,10/1/24 8:00,0.303,2.114,0.132,0.051,0.098,0.181,1.414,0.262,0.667,-,-,1.355,0.796,9/24/24
BFT142,40,2020,10/6/20 8:00,0.124,0.581,0.171,0.066,0.073,0.073,0.502,0.289,0.633,0.505,0.193,0.819,0.801,9/29/20
BFT142,40,2021,10/5/21 8:00,0.179,0.511,0.356,0.138,0.074,0.082,0.56,0.262,0.658,0.339,0.129,0.976,1.008,9/28/21
BFT142,40,2022,10/11/22 8:00,0.153,0.211,0.358,0.139,0.035,0.036,0.207,0.258,0.427,0.292,0.111,0.661,0.779,10/4/22
BFT142,40,2023,10/10/23 8:00,0.176,1.586,0.183,0.071,0.086,0.156,1.155,0.154,0.566,0.364,0.139,0.841,0.747,10/3/23
BFT142,40,2024,10/8/24 8:00,0.213,0.79,0.351,0.136,0.083,0.126,0.903,0.089,0.924,-,-,1.016,1.269,10/1/24
BFT142,41,2020,10/13/20 8:00,0.235,1.103,0.225,0.087,0.093,0.129,0.919,0.263,0.773,0.303,0.116,1.077,0.994,10/6/20
BFT142,41,2021,10/12/21 8:00,0.062,1.757,0.088,0.034,0.068,0.125,1.056,0.15,0.396,0.244,0.093,0.692,0.483,10/5/21
BFT142,41,2022,10/18/22 8:00,0.226,0.964,0.349,0.135,0.078,0.107,0.791,0.219,0.701,0.334,0.127,1.017,1.044,10/11/22
BFT142,41,2023,10/17/23 8:00,0.225,0.444,0.246,0.095,0.069,0.066,0.411,0.254,0.654,0.498,0.19,0.779,0.896,10/10/23
BFT142,41,2024,10/15/24 8:00,0.537,0.589,0.26,0.101,0.082,0.102,0.524,0.196,0.731,-,-,0.787,0.987,10/8/24
BFT142,42,2020,10/20/20 8:00,0.187,2.025,0.207,0.08,0.082,0.16,1.29,0.108,0.626,0.274,0.105,0.676,0.829,10/13/20
BFT142,42,2021,10/19/21 8:00,0.187,0.058,0.48,0.186,0.055,0.039,0.127,0.325,0.293,0.458,0.175,0.954,0.765,10/12/21
BFT142,42,2022,10/25/22 8:00,0.22,0.609,0.293,0.114,0.045,0.071,0.419,0.242,0.605,0.291,0.111,0.686,0.894,10/18/22
BFT142,42,2023,10/24/23 8:00,0.174,0.17,0.227,0.088,0.04,0.029,0.168,0.171,0.292,0.356,0.136,0.515,0.516,10/17/23
BFT142,42,2024,10/22/24 8:00,0.258,1.178,0.257,0.1,0.06,0.116,0.854,0.122,0.772,-,-,0.697,1.025,10/15/24
BFT142,43,2020,10/27/20 8:00,0.061,1.23,0.16,0.062,-,0.103,0.956,0.198,0.598,0.235,0.09,0.791,0.755,10/20/20
BFT142,43,2021,10/26/21 8:00,0.302,0.684,0.384,0.149,0.08,0.091,0.597,0.254,0.69,0.416,0.159,1.098,1.068,10/19/21
BFT142,43,2022,11/1/22 8:00,0.096,2.546,0.351,0.136,0.086,0.197,1.626,0.16,0.668,0.314,0.12,0.94,1.014,10/25/22
BFT142,43,2023,10/31/23 8:00,0.163,1.28,0.127,0.049,0.087,0.127,1.073,0.172,0.961,0.385,0.147,0.888,1.086,10/24/23
BFT142,43,2024,10/29/24 8:00,0.296,0.796,0.265,0.103,0.068,0.107,0.662,0.242,0.868,-,-,0.9,1.129,10/22/24
BFT142,44,2020,11/3/20 8:00,0.094,1.598,0.234,0.091,0.075,0.129,1.068,0.189,0.513,0.313,0.119,0.787,0.744,10/27/20
BFT142,44,2021,11/2/21 8:00,0.117,0.96,0.264,0.102,0.055,0.081,0.65,0.146,0.389,0.324,0.124,0.568,0.649,10/26/21
BFT142,44,2022,11/8/22 8:00,0.125,4.086,0.215,0.083,-,0.269,2.463,0.124,0.662,0.265,0.101,1.218,0.873,11/1/22
BFT142,44,2023,11/7/23 8:00,0.244,0.496,0.337,0.131,0.056,0.078,0.564,0.241,0.759,0.512,0.195,0.898,1.091,10/31/23
BFT142,45,2020,11/10/20 8:00,0.116,1.198,0.249,0.097,0.062,0.104,0.836,0.124,0.597,0.407,0.155,0.554,0.841,11/3/20
BFT142,45,2021,11/9/21 8:00,0.151,1.444,0.357,0.139,0.067,0.127,0.993,0.229,0.843,0.42,0.16,0.907,1.194,11/2/21
BFT142,45,2022,11/15/22 8:00,0.183,5.604,0.116,0.045,0.152,0.366,2.944,0.154,0.726,0.308,0.118,1.263,0.84,11/8/22
BFT142,45,2023,11/14/23 8:00,0.283,0.954,0.312,0.121,0.09,0.128,0.871,0.42,1.29,0.536,0.205,1.357,1.596,11/7/23
BFT142,46,2020,11/17/20 8:00,0.151,3.512,0.17,0.066,0.122,0.255,2.093,0.189,0.64,0.333,0.127,1.137,0.807,11/10/20
BFT142,46,2021,11/16/21 8:00,0.163,0.353,0.443,0.172,0.065,0.063,0.449,0.145,0.429,0.399,0.152,0.75,0.866,11/9/21
BFT142,46,2022,11/22/22 8:00,0.127,0.651,0.334,0.13,0.044,0.058,0.449,0.297,0.545,0.424,0.162,0.869,0.873,11/15/22
BFT142,46,2023,11/21/23 8:00,0.144,1.936,0.189,0.073,0.071,0.163,1.236,0.168,0.843,0.682,0.26,0.843,1.029,11/14/23
BFT142,47,2020,11/24/20 8:00,0.226,0.305,0.342,0.133,0.042,0.049,0.331,0.14,0.461,0.419,0.16,0.579,0.798,11/17/20
BFT142,47,2021,11/23/21 8:00,0.195,0.737,0.285,0.111,0.046,0.078,0.592,0.165,0.608,0.472,0.18,0.715,0.889,11/16/21
BFT142,47,2022,11/29/22 8:00,0.139,1.201,0.312,0.121,0.071,0.118,0.926,0.215,1.027,0.48,0.183,0.88,1.334,11/22/22
BFT142,47,2023,11/28/23 8:00,0.099,1.584,0.124,0.048,0.064,0.129,0.999,0.278,0.67,0.382,0.146,0.976,0.792,11/21/23
BFT142,48,2020,12/1/20 8:00,0.122,1.831,0.232,0.09,0.089,0.163,1.337,0.19,0.777,0.323,0.123,1.161,1.006,11/24/20
BFT142,48,2021,11/30/21 8:00,0.12,0.18,0.452,0.175,0.041,0.032,0.181,0.243,0.341,0.53,0.202,0.601,0.786,11/23/21
BFT142,48,2022,12/6/22 8:00,0.105,1.64,0.204,0.079,0.065,0.135,1.1,0.206,0.896,0.339,0.129,0.889,1.097,11/29/22
BFT142,48,2023,12/5/23 8:00,0.094,1.187,0.287,0.111,0.055,0.093,0.725,0.254,0.413,0.373,0.142,0.881,0.695,11/28/23
BFT142,49,2020,12/8/20 8:00,0.093,0.252,0.377,0.146,0.051,0.043,0.302,0.348,0.569,0.447,0.171,1.095,0.94,12/1/20
BFT142,49,2021,12/7/21 8:00,0.272,0.56,0.586,0.227,0.086,0.102,0.712,0.181,1.041,0.561,0.214,0.974,1.617,11/30/21
BFT142,49,2022,12/13/22 8:00,0.081,1.065,0.281,0.109,0.061,0.111,0.892,0.322,1.362,0.417,0.159,0.962,1.639,12/6/22
BFT142,49,2023,12/12/23 8:00,0.092,0.868,0.27,0.105,0.059,0.076,0.627,0.255,0.516,0.476,0.182,0.862,0.781,12/5/23
BFT142,50,2020,12/15/20 8:00,0.094,0.168,0.728,0.282,0.059,0.053,0.387,0.347,0.763,0.431,0.164,1.224,1.479,12/8/20
BFT142,50,2021,12/14/21 8:00,0.154,1.306,0.216,0.084,0.062,0.122,1.001,0.261,0.872,0.399,0.152,1.176,1.085,12/7/21
BFT142,50,2022,12/20/22 8:00,0.1,0.447,0.448,0.174,0.048,0.054,0.415,0.314,0.737,0.531,0.203,0.878,1.178,12/13/22
BFT142,50,2023,12/19/23 8:00,0.132,1.4,0.315,0.122,0.056,0.108,0.854,0.154,0.572,0.58,0.221,0.623,0.882,12/12/23
BFT142,51,2020,12/22/20 8:00,0.066,0.389,0.298,0.116,0.049,0.06,0.489,0.494,1.055,0.515,0.197,1.287,1.348,12/15/20
BFT142,51,2021,12/21/21 8:00,0.084,1.071,0.282,0.109,0.058,0.108,0.904,0.172,0.95,0.356,0.136,0.752,1.228,12/14/21
BFT142,51,2022,12/27/22 8:00,0.078,0.842,0.39,0.151,0.048,0.089,0.645,0.192,0.79,0.36,0.137,0.626,1.175,12/20/22
BFT142,51,2023,12/26/23 8:00,0.087,0.353,0.444,0.172,0.042,0.061,0.449,0.157,0.897,0.442,0.169,0.596,1.334,12/19/23
BFT142,52,2020,12/29/20 8:00,0.12,1.928,0.124,0.048,0.076,0.157,1.283,0.176,0.632,0.36,0.137,0.954,0.755,12/22/20
BFT142,52,2021,12/28/21 8:00,0.123,1.207,0.252,0.098,0.093,0.139,1.108,0.249,0.859,0.34,0.13,1.316,1.107,12/21/21
BFT142,52,2022,1/3/23 8:00,0.057,0.229,0.337,0.131,0.052,0.037,0.273,0.163,0.339,0.32,0.122,0.564,0.671,12/27/22
BFT142,52,2023,1/2/24 8:00,0.071,0.708,0.173,0.067,0.062,0.062,0.471,0.216,0.368,0.452,0.173,0.638,0.538,12/26/23
BFT142,53,2021,1/4/22 8:00,0.123,1.207,0.252,0.098,0.093,0.139,1.108,0.249,0.859,0.34,0.13,1.316,1.107,12/28/21
CND125,1,2021,1/5/21 8:00,0.034,0.053,0.311,0.121,0.07,0.013,0.058,0.425,0.733,0.265,0.101,0.665,1.04,12/29/20
CND125,1,2022,1/11/22 8:00,0.063,0.084,0.5,0.194,0.057,0.024,0.162,0.298,0.45,0.415,0.158,0.648,0.942,1/4/22
CND125,1,2023,1/10/23 8:00,0.072,0.036,0.411,0.159,0.058,0.013,0.034,0.337,0.408,0.259,0.099,0.662,0.813,1/3/23
CND125,1,2024,1/9/24 8:00,0.048,0.119,0.491,0.191,0.048,0.022,0.093,0.348,0.509,0.425,0.162,0.633,0.992,1/2/24
CND125,2,2021,1/12/21 8:00,0.036,0.035,0.379,0.147,0.052,0.012,0.036,0.832,1.166,0.345,0.132,1.318,1.539,1/5/21
CND125,2,2022,1/18/22 8:00,0.065,0.038,0.717,0.278,0.061,0.014,0.065,0.499,0.881,0.66,0.252,0.779,1.587,1/11/22
CND125,2,2023,1/17/23 8:00,0.064,0.034,0.615,0.239,0.042,0.006,0.036,0.284,0.237,0.462,0.176,0.607,0.842,1/10/23
CND125,2,2024,1/16/24 8:00,0.109,0.027,0.357,0.139,0.045,0.016,0.06,0.286,0.401,0.416,0.159,0.616,0.752,1/9/24
CND125,3,2021,1/19/21 8:00,0.053,0.036,0.549,0.213,0.072,0.01,0.028,0.703,1.4,0.275,0.105,0.855,1.941,1/12/21
CND125,3,2022,1/25/22 8:00,0.081,0.038,0.617,0.239,0.05,0.013,0.065,0.437,0.679,0.67,0.256,0.682,1.287,1/18/22
CND125,3,2023,1/24/23 8:00,0.113,0.034,0.551,0.214,0.056,0.019,0.087,0.319,0.477,0.261,0.1,0.848,1.019,1/17/23
CND125,3,2024,1/23/24 8:00,0.072,0.043,0.453,0.176,0.04,0.013,0.062,0.358,0.753,0.479,0.183,0.615,1.199,1/16/24
CND125,4,2021,1/26/21 8:00,0.088,0.034,0.452,0.175,0.061,0.016,0.049,0.227,0.427,0.411,0.157,0.445,0.872,1/19/21
CND125,4,2022,2/1/22 8:00,0.123,0.083,0.693,0.269,0.062,0.022,0.128,0.657,1.411,0.702,0.268,0.887,2.093,1/25/22
CND125,4,2023,1/31/23 8:00,0.044,0.035,0.43,0.167,0.04,0.012,0.057,0.284,0.315,0.313,0.119,0.644,0.738,1/24/23
CND125,4,2024,1/30/24 8:00,0.033,0.094,0.262,0.102,0.052,0.044,0.285,0.097,0.504,0.258,0.098,0.559,0.762,1/23/24
CND125,5,2021,2/2/21 8:00,0.028,0.035,0.446,0.173,0.046,0.009,0.035,0.367,0.479,0.49,0.187,0.659,0.918,1/26/21
CND125,5,2022,2/8/22 8:00,0.075,0.323,0.523,0.203,0.052,0.047,0.386,0.479,1.217,0.404,0.154,0.919,1.732,2/1/22
CND125,5,2023,2/7/23 8:00,0.058,0.035,0.739,0.287,0.031,0.015,0.068,0.249,0.282,0.475,0.181,0.597,1.01,1/31/23
CND125,5,2024,2/6/24 8:00,0.064,0.035,0.802,0.311,0.042,0.013,0.048,0.321,0.472,0.366,0.14,0.629,1.261,1/30/24
CND125,6,2020,2/11/20 8:00,0.042,0.117,0.459,0.178,0.058,0.026,0.19,0.326,0.424,0.313,0.119,0.817,0.876,2/4/20
CND125,6,2021,2/9/21 8:00,0.045,0.076,0.563,0.218,0.053,0.014,0.092,0.283,0.315,0.522,0.199,0.636,0.869,2/2/21
CND125,6,2022,2/15/22 8:00,0.168,0.034,0.889,0.345,0.077,0.015,0.043,0.402,0.405,0.659,0.251,0.787,1.28,2/8/22
CND125,6,2023,2/14/23 8:00,0.118,0.038,0.515,0.2,0.075,0.042,0.272,0.153,0.479,0.396,0.151,0.834,0.985,2/7/23
CND125,6,2024,2/13/24 8:00,0.096,0.09,0.641,0.249,0.066,0.047,0.269,0.182,0.854,0.382,0.146,0.508,1.485,2/6/24
CND125,7,2021,2/16/21 8:00,0.039,0.259,0.2,0.078,0.052,0.036,0.266,0.962,1.912,0.327,0.125,1.289,2.108,2/9/21
CND125,7,2022,2/22/22 8:00,0.111,0.724,0.424,0.165,0.07,0.084,0.639,0.219,0.711,0.402,0.153,0.833,1.129,2/15/22
CND125,7,2023,2/21/23 8:00,0.119,0.038,0.513,0.199,0.076,0.042,0.273,0.152,0.481,0.395,0.151,0.836,0.985,2/14/23
CND125,7,2024,2/20/24 8:00,0.113,0.035,0.499,0.194,0.05,0.018,0.034,0.302,0.33,0.555,0.212,0.624,0.821,2/13/24
CND125,8,2020,2/25/20 8:00,0.064,0.036,0.75,0.291,0.056,0.017,0.053,0.486,0.738,0.395,0.151,0.867,1.476,2/18/20
CND125,8,2021,2/23/21 8:00,0.03,0.039,0.439,0.17,0.041,0.013,0.056,0.626,0.628,0.384,0.147,1.225,1.06,2/16/21
CND125,8,2022,3/1/22 8:00,0.097,0.059,0.483,0.187,0.086,0.059,0.449,0.315,1.078,0.364,0.139,1.227,1.553,2/22/22
CND125,8,2023,2/28/23 8:00,0.13,0.034,0.562,0.218,0.083,0.051,0.34,0.368,0.573,0.312,0.119,1.462,1.126,2/21/23
CND125,8,2024,2/27/24 8:00,0.142,0.034,0.848,0.329,0.072,0.034,0.128,0.356,0.594,0.695,0.265,0.748,1.429,2/20/24
CND125,9,2020,3/3/20 8:00,0.063,0.041,0.613,0.238,0.047,0.016,0.065,0.271,0.252,0.425,0.162,0.647,0.855,2/25/20
CND125,9,2021,3/2/21 8:00,0.105,0.034,0.767,0.298,0.068,0.033,0.191,0.292,0.456,0.498,0.19,0.927,1.21,2/23/21
CND125,9,2022,3/8/22 8:00,0.252,0.561,0.713,0.277,0.36,0.109,0.809,0.127,0.889,0.428,0.163,1.109,1.59,3/1/22
CND125,9,2023,3/7/23 8:00,0.176,0.041,0.604,0.234,0.126,0.045,0.23,0.241,0.449,0.398,0.152,0.952,1.043,2/28/23
CND125,9,2024,3/5/24 8:00,0.128,0.034,0.441,0.171,0.061,0.031,0.111,0.22,0.322,0.326,0.124,0.773,0.756,2/27/24
CND125,10,2020,3/10/20 8:00,0.096,0.146,0.741,0.288,0.054,0.029,0.157,0.243,0.236,0.426,0.163,0.754,0.965,3/3/20
CND125,10,2021,3/9/21 8:00,0.133,0.034,0.823,0.319,0.061,0.026,0.036,0.285,0.24,0.824,0.314,0.647,1.049,3/2/21
CND125,10,2022,3/15/22 8:00,0.06,0.035,0.871,0.338,0.04,0.016,0.044,0.287,0.259,0.414,0.158,0.657,1.116,3/8/22
CND125,10,2023,3/14/23 8:00,0.078,0.034,0.367,0.142,0.048,0.009,0.02,0.249,0.302,0.321,0.123,0.56,0.663,3/7/23
CND125,10,2024,3/12/24 8:00,0.048,0.034,0.506,0.196,0.047,0.013,0.045,0.194,0.155,0.4,0.153,0.505,0.653,3/5/24
CND125,11,2020,3/17/20 8:00,0.087,0.191,0.45,0.175,0.082,0.057,0.398,0.367,0.879,0.447,0.171,1.021,1.322,3/10/20
CND125,11,2021,3/16/21 8:00,0.163,0.045,0.83,0.322,0.093,0.038,0.162,0.364,0.515,0.849,0.324,0.828,1.331,3/9/21
CND125,11,2022,3/22/22 8:00,0.111,0.329,0.46,0.178,0.061,0.047,0.326,0.211,0.387,0.352,0.134,0.772,0.839,3/15/22
CND125,11,2023,3/21/23 8:00,0.081,0.035,0.545,0.211,0.052,0.019,0.073,0.362,0.363,0.478,0.182,0.787,0.9,3/14/23
CND125,11,2024,3/19/24 8:00,0.163,0.034,0.701,0.272,0.088,0.026,0.061,0.319,0.17,6.588,2.514,0.813,0.859,3/12/24
CND125,12,2020,3/24/20 8:00,0.058,0.045,0.797,0.309,0.096,0.032,0.201,0.481,0.563,0.242,0.092,1.197,1.347,3/17/20
CND125,12,2021,3/23/21 8:00,0.098,0.602,0.721,0.28,0.059,0.075,0.558,0.293,0.677,0.344,0.131,0.989,1.386,3/16/21
CND125,12,2022,3/29/22 8:00,0.169,0.139,0.439,0.17,0.082,0.044,0.207,0.294,0.387,0.373,0.142,0.833,0.819,3/22/22
CND125,12,2023,3/28/23 8:00,0.137,0.036,0.635,0.246,0.092,0.045,0.267,0.189,0.331,0.351,0.134,1.015,0.955,3/21/23
CND125,12,2024,3/26/24 8:00,0.221,0.429,0.525,0.204,0.107,0.081,0.454,0.224,0.718,0.515,0.197,0.775,1.235,3/19/24
CND125,13,2020,3/31/20 8:00,0.097,0.017,0.73,0.283,0.085,0.035,0.175,0.308,0.209,0.288,0.11,1.117,0.927,3/24/20
CND125,13,2021,3/30/21 8:00,0.11,0.04,0.797,0.309,0.094,0.067,0.443,0.289,0.36,0.336,0.128,1.689,1.144,3/23/21
CND125,13,2022,4/5/22 8:00,0.155,0.258,0.517,0.201,0.096,0.066,0.394,0.322,0.616,0.421,0.161,1.116,1.125,3/29/22
CND125,13,2023,4/4/23 8:00,0.184,0.181,0.433,0.168,0.064,0.047,0.25,0.306,0.455,0.406,0.155,0.943,0.882,3/28/23
CND125,13,2024,4/2/24 8:00,0.16,0.309,0.44,0.171,0.103,0.075,0.474,0.305,0.726,0.459,0.175,1.038,1.159,3/26/24
CND125,14,2020,4/7/20 8:00,0.098,0.019,0.726,0.282,0.085,0.035,0.175,0.308,0.209,0.289,0.11,1.115,0.924,3/31/20
CND125,14,2021,4/6/21 8:00,0.297,0.2,0.611,0.237,0.1,0.07,0.315,0.401,0.528,0.738,0.282,1.307,1.13,3/30/21
CND125,14,2022,4/12/22 8:00,0.14,0.035,0.436,0.169,0.077,0.025,0.076,0.336,0.223,0.291,0.111,0.86,0.652,4/5/22
CND125,14,2023,4/11/23 8:00,0.099,0.097,0.429,0.166,0.075,0.044,0.292,0.383,0.43,0.264,0.101,1.291,0.852,4/4/23
CND125,14,2024,4/9/24 8:00,0.127,0.063,0.329,0.128,0.083,0.033,0.158,0.325,0.364,0.469,0.179,0.881,0.688,4/2/24
CND125,15,2020,4/14/20 8:00,0.13,0.17,0.496,0.192,0.082,0.042,0.2,0.316,0.239,0.329,0.126,0.997,0.727,4/7/20
CND125,15,2021,4/13/21 8:00,0.308,0.034,1.015,0.394,0.158,0.059,0.189,0.42,0.396,0.57,0.218,1.496,1.395,4/6/21
CND125,15,2022,4/19/22 8:00,0.161,0.398,0.353,0.137,0.085,0.08,0.521,0.224,0.661,0.254,0.097,0.963,1.009,4/12/22
CND125,15,2023,4/18/23 8:00,0.12,0.048,0.389,0.151,0.061,0.04,0.212,0.19,0.32,0.381,0.145,0.761,0.703,4/11/23
CND125,15,2024,4/16/24 8:00,0.29,0.203,0.382,0.148,0.094,0.061,0.27,0.263,0.409,0.41,0.156,0.811,0.785,4/9/24
CND125,16,2020,4/21/20 8:00,0.105,0.08,0.553,0.215,0.075,0.035,0.143,0.324,0.235,0.27,0.103,1.035,0.778,4/14/20
CND125,16,2021,4/20/21 8:00,0.19,0.035,0.747,0.29,0.077,0.035,0.057,0.458,0.278,0.419,0.16,1.107,1.013,4/13/21
CND125,16,2022,4/26/22 8:00,0.185,0.215,0.571,0.222,0.078,0.086,0.552,0.293,0.868,0.281,0.107,1.319,1.429,4/19/22
CND125,16,2023,4/25/23 8:00,0.346,0.034,0.633,0.246,0.082,0.048,0.092,0.318,0.237,0.48,0.183,1.28,0.86,4/18/23
CND125,16,2024,4/23/24 8:00,0.196,0.035,0.67,0.26,0.099,0.039,0.109,0.368,0.336,0.4,0.153,1.117,0.995,4/16/24
CND125,17,2020,4/28/20 8:00,0.107,0.034,0.519,0.201,0.062,0.028,0.098,0.254,0.202,0.303,0.116,0.774,0.712,4/21/20
CND125,17,2021,4/27/21 8:00,0.182,0.034,0.77,0.299,0.088,0.038,0.081,0.495,0.2,0.34,0.13,1.421,0.957,4/20/21
CND125,17,2022,5/3/22 8:00,0.326,0.067,0.691,0.268,0.101,0.073,0.335,0.245,0.57,0.313,0.119,1.333,1.25,4/26/22
CND125,17,2023,5/2/23 8:00,0.115,0.034,0.389,0.151,0.06,0.028,0.092,0.309,0.214,0.201,0.077,0.956,0.598,4/25/23
CND125,17,2024,4/30/24 8:00,0.197,0.579,0.553,0.215,0.101,0.126,0.824,0.159,0.9,0.391,0.149,1.14,1.444,4/23/24
CND125,18,2020,5/5/20 8:00,0.079,0.123,0.353,0.137,0.06,0.036,0.187,0.261,0.272,0.272,0.104,0.685,0.619,4/28/20
CND125,18,2021,5/4/21 8:00,0.192,0.32,0.478,0.185,0.114,0.101,0.618,0.329,0.885,0.303,0.116,1.529,1.356,4/27/21
CND125,18,2022,5/10/22 8:00,0.081,0.017,0.757,0.294,0.063,0.032,0.139,0.173,0.074,0.263,0.1,0.894,0.818,5/3/22
CND125,18,2023,5/9/23 8:00,0.212,0.033,0.467,0.181,0.053,0.032,0.073,0.228,0.203,0.192,0.073,0.771,0.662,5/2/23
CND125,18,2024,5/7/24 8:00,0.077,0.047,0.509,0.198,0.073,0.05,0.331,0.25,0.406,0.304,0.116,1.081,0.907,4/30/24
CND125,19,2020,5/12/20 8:00,0.105,0.035,0.476,0.185,0.054,0.027,0.023,0.287,0.131,0.259,0.099,0.687,0.599,5/5/20
CND125,19,2021,5/11/21 8:00,0.171,0.036,0.581,0.225,0.099,0.037,0.061,0.346,0.231,0.327,0.125,0.926,0.803,5/4/21
CND125,19,2022,5/17/22 8:00,0.081,0.017,0.757,0.294,0.063,0.032,0.139,0.172,0.073,0.263,0.1,0.894,0.818,5/10/22
CND125,19,2023,5/16/23 8:00,0.165,0.454,0.457,0.177,0.096,0.1,0.639,0.291,0.743,0.382,0.146,1.199,1.193,5/9/23
CND125,19,2024,5/14/24 8:00,0.113,0.034,0.425,0.165,0.086,0.031,0.089,0.332,0.178,0.257,0.098,0.919,0.596,5/7/24
CND125,20,2020,5/19/20 8:00,0.109,0.391,0.469,0.182,0.059,0.071,0.499,0.247,0.584,0.211,0.081,0.981,1.045,5/12/20
CND125,20,2021,5/18/21 8:00,0.138,0.034,0.69,0.268,0.063,0.035,0.058,0.357,0.232,0.273,0.104,0.866,0.911,5/11/21
CND125,20,2022,5/24/22 8:00,0.25,0.033,0.755,0.293,0.097,0.054,0.126,0.286,0.226,0.254,0.097,1.272,0.968,5/17/22
CND125,20,2023,5/23/23 8:00,0.122,0.036,0.522,0.203,0.081,0.06,0.259,0.211,0.287,0.56,0.214,0.947,0.801,5/16/23
CND125,20,2024,5/21/24 8:00,0.019,0.033,0.465,0.18,0.058,0.013,0.027,0.193,0.059,0.182,0.069,0.551,0.516,5/14/24
CND125,21,2020,5/26/20 8:00,0.022,0.034,0.318,0.123,0.053,0.013,0.061,0.23,0.15,0.168,0.064,0.551,0.463,5/19/20
CND125,21,2021,5/25/21 8:00,0.184,0.129,0.869,0.337,0.079,0.072,0.349,0.438,0.628,0.407,0.155,1.263,1.483,5/18/21
CND125,21,2022,5/31/22 8:00,0.08,0.037,0.501,0.194,0.065,0.03,0.141,0.329,0.293,0.214,0.082,0.924,0.787,5/24/22
CND125,21,2023,5/30/23 8:00,0.069,0.179,0.225,0.087,0.056,0.044,0.239,0.226,0.428,0.208,0.079,0.576,0.65,5/23/23
CND125,21,2024,5/28/24 8:00,0.06,0.033,0.574,0.223,0.069,0.018,0.067,0.282,0.064,0.241,0.092,0.893,0.629,5/21/24
CND125,22,2020,6/2/20 8:00,0.049,0.033,0.372,0.144,0.093,0.019,0.067,0.292,0.139,0.188,0.072,0.812,0.505,5/26/20
CND125,22,2021,6/1/21 8:00,0.099,0.034,0.73,0.283,0.09,0.033,0.163,0.388,0.215,0.464,0.177,1.052,0.933,5/25/21
CND125,22,2022,6/7/22 8:00,0.141,0.103,0.783,0.304,0.068,0.048,0.203,0.387,0.299,0.238,0.091,1.069,1.069,5/31/22
CND125,22,2023,6/6/23 8:00,0.07,0.033,0.529,0.205,0.078,0.049,0.308,0.195,0.406,0.204,0.078,0.842,0.927,5/30/23
CND125,22,2024,6/4/24 8:00,0.086,0.043,0.486,0.189,0.062,0.035,0.173,0.239,0.205,0.205,0.078,0.797,0.683,5/28/24
CND125,23,2020,6/9/20 8:00,0.093,0.033,0.66,0.256,0.078,0.045,0.235,0.492,0.359,0.253,0.097,1.443,1.009,6/2/20
CND125,23,2021,6/8/21 8:00,0.046,0.051,0.505,0.196,0.092,0.034,0.234,0.221,0.235,0.284,0.108,0.934,0.731,6/1/21
CND125,23,2022,6/14/22 8:00,0.093,0.033,0.849,0.329,0.071,0.043,0.229,0.28,0.134,0.217,0.083,1.223,0.969,6/7/22
